Wojewodztwo;Powiat;Gmina;Miejscowosc;Dzielnica;ludnosc
PODKARPACKIE;przemyski;Żurawica;Batycze;;12475.0
PODKARPACKIE;przemyski;Żurawica;Buszkowice;;12475.0
PODKARPACKIE;przemyski;Żurawica;Zakącie;;12475.0
PODKARPACKIE;przemyski;Żurawica;Górne Miasteczko;;12475.0
PODKARPACKIE;kolbuszowski;Cmolas;Dziuby;;7915.0
PODKARPACKIE;kolbuszowski;Cmolas;Jeziorko;;7915.0
PODKARPACKIE;kolbuszowski;Cmolas;Plac;;7915.0
PODKARPACKIE;kolbuszowski;Kolbuszowa;Domatków;;15744.0
PODKARPACKIE;przeworski;Przeworsk;Młyniska;;14551.0
PODKARPACKIE;lubaczowski;Lubaczów;Załuże;;8911.0
PODKARPACKIE;lubaczowski;Narol;Narol;;1941.0
PODKARPACKIE;lubaczowski;Narol;Huta-Złomy;;5509.0
PODKARPACKIE;niżański;Jarocin;Załomy;;5021.0
PODKARPACKIE;przeworski;Zarzecze;Żurawiczki;;6888.0
PODKARPACKIE;przeworski;Zarzecze;Podzamcze;;6888.0
PODKARPACKIE;Przemyśl;Przemyśl;Zielonka;;55292.0
PODKARPACKIE;tarnobrzeski;Grębów;Grądki;;9939.0
PODKARPACKIE;tarnobrzeski;Grębów;Jaźwinie;;9939.0
PODKARPACKIE;tarnobrzeski;Grębów;Palędzie;;9939.0
PODKARPACKIE;Krosno;Krosno;Zapłocie;;43594.0
PODKARPACKIE;tarnobrzeski;Grębów;Szlachecka;;9939.0
PODKARPACKIE;tarnobrzeski;Grębów;Stale;;9939.0
PODKARPACKIE;sanocki;Zarszyn;Mroczkówki;;8922.0
PODKARPACKIE;strzyżowski;Wiśniowa;Góra;;7532.0
PODKARPACKIE;strzyżowski;Wiśniowa;Za Wodą;;7532.0
PODKARPACKIE;strzyżowski;Wiśniowa;Góra;;7532.0
PODKARPACKIE;strzyżowski;Wiśniowa;Dół;;7532.0
PODKARPACKIE;sanocki;Sanok;Tuchorz;;18084.0
PODKARPACKIE;sanocki;Sanok;Stróże Małe;;18084.0
PODKARPACKIE;strzyżowski;Niebylec;Poręby;;10189.0
PODKARPACKIE;strzyżowski;Niebylec;Jawornik;;10189.0
PODKARPACKIE;strzyżowski;Niebylec;Leszczyny;;10189.0
PODKARPACKIE;brzozowski;Brzozów;Łazy;;18609.0
PODKARPACKIE;brzozowski;Brzozów;Wola;;18609.0
PODKARPACKIE;brzozowski;Domaradz;Kudłówka;;5789.0
PODKARPACKIE;brzozowski;Domaradz;Ryta Górka;;5789.0
PODKARPACKIE;brzozowski;Domaradz;Wójcikówka;;5789.0
PODKARPACKIE;brzozowski;Brzozów;Buczkówka;;18609.0
PODKARPACKIE;mielecki;Czermin;Łysaków;;7039.0
PODKARPACKIE;mielecki;Czermin;Budy;;7039.0
PODKARPACKIE;mielecki;Czermin;Podmoście;;7039.0
PODKARPACKIE;brzozowski;Jasienica Rosielna;Czarna Górka;;7458.0
PODKARPACKIE;brzozowski;Jasienica Rosielna;Dwór;;7458.0
PODKARPACKIE;brzozowski;Jasienica Rosielna;Kozia Górka;;7458.0
PODKARPACKIE;dębicki;Żyraków;Budzisz;;14448.0
PODKARPACKIE;jarosławski;Chłopice;Karczunek;;5229.0
PODKARPACKIE;jarosławski;Chłopice;Zagrobla;;5229.0
PODKARPACKIE;łańcucki;Białobrzegi;Podłącze;;8705.0
PODKARPACKIE;łańcucki;Białobrzegi;Kmiecie;;8705.0
PODKARPACKIE;łańcucki;Białobrzegi;Wola Dalsza;;8705.0
PODKARPACKIE;łańcucki;Czarna;Czarna;;12094.0
PODKARPACKIE;łańcucki;Czarna;Kołki;;12094.0
PODKARPACKIE;łańcucki;Czarna;Nizioły;;12094.0
PODKARPACKIE;łańcucki;Czarna;Zegartówki;;12094.0
PODKARPACKIE;łańcucki;Czarna;Górka;;12094.0
PODKARPACKIE;łańcucki;Czarna;Medynia Łańcucka;;12094.0
PODKARPACKIE;łańcucki;Czarna;Zofiówka;;12094.0
PODKARPACKIE;mielecki;Padew Narodowa;Piechoty;;5078.0
PODKARPACKIE;mielecki;Padew Narodowa;Kolonia;;5078.0
PODKARPACKIE;mielecki;Padew Narodowa;Podgórze;;5078.0
PODKARPACKIE;przeworski;Kańczuga;Bóbrka Kańczucka;;8695.0
PODKARPACKIE;przeworski;Kańczuga;Górka;;8695.0
PODKARPACKIE;przeworski;Kańczuga;Dział;;8695.0
PODKARPACKIE;przeworski;Kańczuga;Rączyna;;8695.0
PODKARPACKIE;przeworski;Kańczuga;Młyn;;8695.0
PODKARPACKIE;przeworski;Kańczuga;Sietesz Dolna;;8695.0
PODKARPACKIE;jasielski;Jasło;Gródek;;15872.0
PODKARPACKIE;jasielski;Jasło;Brzyście;;15872.0
PODKARPACKIE;krośnieński;Wojaszówka;Jerozolima;;9195.0
PODKARPACKIE;krośnieński;Wojaszówka;Wojkówka;;9195.0
PODKARPACKIE;krośnieński;Wojaszówka;Zawodzie;;9195.0
PODKARPACKIE;łańcucki;Białobrzegi;Zmysłówka;;8705.0
PODKARPACKIE;dębicki;Pilzno;Podlesie;;13250.0
PODKARPACKIE;mielecki;Wadowice Górne;Wielkie Jamy;;7641.0
PODKARPACKIE;kolbuszowski;Kolbuszowa;Kolonia;;15744.0
PODKARPACKIE;kolbuszowski;Kolbuszowa;Rejowiec;;15744.0
PODKARPACKIE;jasielski;Tarnowiec;Brzezówka;;8974.0
PODKARPACKIE;kolbuszowski;Dzikowiec;Stare Kopcie;;6240.0
PODKARPACKIE;dębicki;Pilzno;Piaski;;13250.0
PODKARPACKIE;lubaczowski;Narol;Kadłubiska;;5509.0
PODKARPACKIE;brzozowski;Dydnia;Dział;;7464.0
PODKARPACKIE;brzozowski;Dydnia;Bośnia;;7464.0
PODKARPACKIE;brzozowski;Dydnia;Potoki;;7464.0
PODKARPACKIE;brzozowski;Dydnia;Huty;;7464.0
PODKARPACKIE;brzozowski;Nozdrzec;Uryciówka;;7407.0
PODKARPACKIE;przemyski;Medyka;Kolonia;;6265.0
PODKARPACKIE;przemyski;Orły;Młyny;;8507.0
PODKARPACKIE;łańcucki;Białobrzegi;Miasto;;8705.0
PODKARPACKIE;przemyski;Fredropol;Kolonia Kniażycka;;5142.0
PODKARPACKIE;przemyski;Fredropol;Koniuszki;;5142.0
PODKARPACKIE;przemyski;Fredropol;Leszczyny;;5142.0
PODKARPACKIE;przemyski;Fredropol;Makowa;;5142.0
PODKARPACKIE;dębicki;Czarna;Róża;;13330.0
PODKARPACKIE;dębicki;Czarna;Krzywda;;13330.0
PODKARPACKIE;jasielski;Tarnowiec;Tarnowiec;;8974.0
PODKARPACKIE;jasielski;Tarnowiec;Zapłocie;;8974.0
PODKARPACKIE;jasielski;Tarnowiec;Łubno Szlacheckie;;8974.0
PODKARPACKIE;jasielski;Tarnowiec;Nowy Glinik;;8974.0
PODKARPACKIE;jasielski;Tarnowiec;Góra;;8974.0
PODKARPACKIE;jasielski;Tarnowiec;Potakówka;;8974.0
PODKARPACKIE;jasielski;Tarnowiec;Ciszówki;;8974.0
PODKARPACKIE;jasielski;Tarnowiec;Granice;;8974.0
PODKARPACKIE;lubaczowski;Lubaczów;Mielniki;;8911.0
PODKARPACKIE;lubaczowski;Lubaczów;Boble;;8911.0
PODKARPACKIE;krośnieński;Jedlicze;Na Podłączu;;5462.0
PODKARPACKIE;krośnieński;Krościenko Wyżne;Wójtostwo;;5294.0
PODKARPACKIE;krośnieński;Miejsce Piastowe;Głowienka;;13216.0
PODKARPACKIE;krośnieński;Miejsce Piastowe;Jaćmierz;;13216.0
PODKARPACKIE;leżajski;Nowa Sarzyna;Nowa Sarzyna;;5259.0
PODKARPACKIE;leżajski;Nowa Sarzyna;Koszel;;15514.0
PODKARPACKIE;krośnieński;Dukla;Góra;;11817.0
PODKARPACKIE;krośnieński;Dukla;Przywsie;;11817.0
PODKARPACKIE;mielecki;Czermin;Brnik;;7039.0
PODKARPACKIE;jarosławski;Jarosław;Za Starym;;13101.0
PODKARPACKIE;jarosławski;Jarosław;Munina Wielka;;13101.0
PODKARPACKIE;jarosławski;Jarosław;Podwórze;;13101.0
PODKARPACKIE;jarosławski;Jarosław;Sobiecin;;13101.0
PODKARPACKIE;mielecki;Radomyśl Wielki;Ruda Dolna;;10796.0
PODKARPACKIE;przeworski;Sieniawa;Rudka;;4751.0
PODKARPACKIE;przeworski;Sieniawa;Zagóra;;4751.0
PODKARPACKIE;leżajski;Nowa Sarzyna;Za Mostem;;15514.0
PODKARPACKIE;leżajski;Nowa Sarzyna;Młynarze;;15514.0
PODKARPACKIE;leżajski;Nowa Sarzyna;Borki Górne;;15514.0
PODKARPACKIE;przemyski;Stubno;Czeremosznia;;3636.0
PODKARPACKIE;krośnieński;Chorkówka;Stanowiska;;13451.0
PODKARPACKIE;ropczycko-sędziszowski;Sędziszów Małopolski;Zagorzyce;;11399.0
PODKARPACKIE;ropczycko-sędziszowski;Wielopole Skrzyńskie;Broniszów;;7728.0
PODKARPACKIE;ropczycko-sędziszowski;Wielopole Skrzyńskie;Ku Glinkowi;;7728.0
PODKARPACKIE;krośnieński;Wojaszówka;Dół;;9195.0
PODKARPACKIE;jarosławski;Laszki;Wietlin Trzeci;;6476.0
PODKARPACKIE;jarosławski;Pawłosiów;Markowa;;8372.0
PODKARPACKIE;krośnieński;Dukla;Góra;;11817.0
PODKARPACKIE;przeworski;Przeworsk;Parcelacja;;14551.0
PODKARPACKIE;mielecki;Borowa;Sadkowa Góra;;5185.0
PODKARPACKIE;łańcucki;Rakszawa;Wołochy;;7210.0
PODKARPACKIE;mielecki;Mielec;Stare Skały;;56515.0
PODKARPACKIE;mielecki;Borowa;Lisówek;;5185.0
PODKARPACKIE;przemyski;Przemyśl;Nehrybka;;10646.0
PODKARPACKIE;przemyski;Przemyśl;Bażantarnia;;10646.0
PODKARPACKIE;krośnieński;Dukla;Jasionka;;11817.0
PODKARPACKIE;krośnieński;Dukla;Bąkówka;;11817.0
PODKARPACKIE;krośnieński;Dukla;Buławówka;;11817.0
PODKARPACKIE;krośnieński;Dukla;Jakiełówka;;11817.0
PODKARPACKIE;krośnieński;Dukla;Wróblówka;;11817.0
PODKARPACKIE;łańcucki;Rakszawa;Kąty Wydrzańskie;;7210.0
PODKARPACKIE;łańcucki;Rakszawa;Potoki;;7210.0
PODKARPACKIE;mielecki;Borowa;Doły;;5185.0
PODKARPACKIE;krośnieński;Miejsce Piastowe;Niżna Łąka;;13216.0
PODKARPACKIE;krośnieński;Miejsce Piastowe;Kamieńce;;13216.0
PODKARPACKIE;krośnieński;Miejsce Piastowe;Targowiska;;13216.0
PODKARPACKIE;krośnieński;Miejsce Piastowe;Miasteczko;;13216.0
PODKARPACKIE;krośnieński;Miejsce Piastowe;Ryszówka;;13216.0
PODKARPACKIE;krośnieński;Rymanów;Bartoszów;;3508.0
PODKARPACKIE;krośnieński;Rymanów;Ladzin;;11540.0
PODKARPACKIE;ropczycko-sędziszowski;Wielopole Skrzyńskie;Pasieki;;7728.0
PODKARPACKIE;ropczycko-sędziszowski;Wielopole Skrzyńskie;Zapole;;7728.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Górscy;;8269.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Pod Lasem;;8269.0
PODKARPACKIE;ropczycko-sędziszowski;Wielopole Skrzyńskie;Pasieki;;7728.0
PODKARPACKIE;ropczycko-sędziszowski;Wielopole Skrzyńskie;Zapole;;7728.0
PODKARPACKIE;ropczycko-sędziszowski;Wielopole Skrzyńskie;Rzeki Konickie;;7728.0
PODKARPACKIE;ropczycko-sędziszowski;Wielopole Skrzyńskie;Sośnice;;7728.0
PODKARPACKIE;rzeszowski;Dynów;Błonie;;5959.0
PODKARPACKIE;rzeszowski;Dynów;Karolówka;;5959.0
PODKARPACKIE;rzeszowski;Dynów;Zabrama;;5959.0
PODKARPACKIE;krośnieński;Chorkówka;Zręcka Ulica;;13451.0
PODKARPACKIE;krośnieński;Dukla;Kaczyniec;;1919.0
PODKARPACKIE;krośnieński;Dukla;Łąki;;1919.0
PODKARPACKIE;łańcucki;Markowa;Zagumnie;;6330.0
PODKARPACKIE;łańcucki;Markowa;Tarnawka Dolna;;6330.0
PODKARPACKIE;łańcucki;Markowa;Tarnawka Górna;;6330.0
PODKARPACKIE;krośnieński;Korczyna;Burkot;;11047.0
PODKARPACKIE;krośnieński;Korczyna;Dół;;11047.0
PODKARPACKIE;krośnieński;Korczyna;Leszczyna;;11047.0
PODKARPACKIE;jasielski;Krempna;Świątkowa Wielka;;1673.0
PODKARPACKIE;jasielski;Nowy Żmigród;Jaworze;;8535.0
PODKARPACKIE;jarosławski;Roźwienica;Cząstkowice;;6105.0
PODKARPACKIE;jarosławski;Roźwienica;Dół;;6105.0
PODKARPACKIE;jarosławski;Roźwienica;Góra;;6105.0
PODKARPACKIE;jarosławski;Roźwienica;Parcelacja;;6105.0
PODKARPACKIE;krośnieński;Korczyna;Stary Gościniec;;11047.0
PODKARPACKIE;krośnieński;Korczyna;Góra;;11047.0
PODKARPACKIE;krośnieński;Korczyna;Góra;;11047.0
PODKARPACKIE;krośnieński;Krościenko Wyżne;Sołtysowo;;5294.0
PODKARPACKIE;jarosławski;Radymno;Mielniki;;10819.0
PODKARPACKIE;kolbuszowski;Dzikowiec;Dzikowiec;;6240.0
PODKARPACKIE;jasielski;Nowy Żmigród;Mytarka;;8535.0
PODKARPACKIE;ropczycko-sędziszowski;Sędziszów Małopolski;Czarna Sędziszowska;;11399.0
PODKARPACKIE;jasielski;Krempna;Grab;;1673.0
PODKARPACKIE;dębicki;Czarna;Podlas;;13330.0
PODKARPACKIE;niżański;Jeżowe;Dudziki;;9835.0
PODKARPACKIE;niżański;Jeżowe;Młynarze;;9835.0
PODKARPACKIE;niżański;Jeżowe;Pierogi;;9835.0
PODKARPACKIE;kolbuszowski;Kolbuszowa;Dworzysko;;15744.0
PODKARPACKIE;kolbuszowski;Majdan Królewski;Huta Komorowska;;9521.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Kozikówka;;8269.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Światy;;8269.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Węglarka;;8269.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Dwór;;8269.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Frankówka;;8269.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Malinie Małe;;8269.0
PODKARPACKIE;ropczycko-sędziszowski;Ostrów;Podedworze;;7513.0
PODKARPACKIE;ropczycko-sędziszowski;Ostrów;Rędziny;;7513.0
PODKARPACKIE;krośnieński;Korczyna;Nowy Gościniec;;11047.0
PODKARPACKIE;dębicki;Czarna;Siwa Trawa;;13330.0
PODKARPACKIE;dębicki;Czarna;Borowskie Pola;;13330.0
PODKARPACKIE;dębicki;Czarna;Od Jastrząbki;;13330.0
PODKARPACKIE;jarosławski;Radymno;Święte;;10819.0
PODKARPACKIE;krośnieński;Korczyna;Kombornia;;11047.0
PODKARPACKIE;niżański;Jarocin;Szwedy;;5021.0
PODKARPACKIE;lubaczowski;Oleszyce;Stare Sioło;;3238.0
PODKARPACKIE;lubaczowski;Stary Dzików;Moszczanica;;3916.0
PODKARPACKIE;przeworski;Adamówka;Kazimierka;;3965.0
PODKARPACKIE;kolbuszowski;Majdan Królewski;Kamionka;;9521.0
PODKARPACKIE;kolbuszowski;Majdan Królewski;Krzywica;;9521.0
PODKARPACKIE;kolbuszowski;Majdan Królewski;Góry Królewskie;;9521.0
PODKARPACKIE;kolbuszowski;Majdan Królewski;Podrzecze;;9521.0
PODKARPACKIE;kolbuszowski;Majdan Królewski;Świńska Krzywda;;9521.0
PODKARPACKIE;dębicki;Dębica;Grobla;;25600.0
PODKARPACKIE;kolbuszowski;Kolbuszowa;Karczunki;;15744.0
PODKARPACKIE;kolbuszowski;Kolbuszowa;Mikoska;;15744.0
PODKARPACKIE;kolbuszowski;Kolbuszowa;Zabłocie;;15744.0
PODKARPACKIE;jarosławski;Chłopice;Figura;;5229.0
PODKARPACKIE;jarosławski;Chłopice;Pod Figurą;;5229.0
PODKARPACKIE;przeworski;Tryńcza;Kraszaki;;8544.0
PODKARPACKIE;mielecki;Mielec;Pod Rzędzianowicami;;13724.0
PODKARPACKIE;mielecki;Mielec;Stara Wieś;;13724.0
PODKARPACKIE;mielecki;Mielec;Złotniki;;13724.0
PODKARPACKIE;niżański;Ulanów;Konie;;6447.0
PODKARPACKIE;brzozowski;Jasienica Rosielna;Nowa Wieś;;7458.0
PODKARPACKIE;brzozowski;Jasienica Rosielna;Potoki;;7458.0
PODKARPACKIE;brzozowski;Jasienica Rosielna;Budy;;7458.0
PODKARPACKIE;brzozowski;Jasienica Rosielna;Góra Druga;;7458.0
PODKARPACKIE;brzozowski;Jasienica Rosielna;Górka;;7458.0
PODKARPACKIE;przemyski;Krasiczyn;Rokszyce;;5083.0
PODKARPACKIE;leżajski;Leżajsk;Górka;;19792.0
PODKARPACKIE;leżajski;Leżajsk;Podbór;;19792.0
PODKARPACKIE;leżajski;Leżajsk;Podsośnina;;19792.0
PODKARPACKIE;leżajski;Leżajsk;Stępnie;;19792.0
PODKARPACKIE;leżajski;Leżajsk;Chałupki Dębniańskie;;19792.0
PODKARPACKIE;mielecki;Mielec;Majdanek;;13724.0
PODKARPACKIE;jasielski;Skołyszyn;Nadole;;11893.0
PODKARPACKIE;lubaczowski;Cieszanów;Cieszanów;;1794.0
PODKARPACKIE;lubaczowski;Cieszanów;Wola Nowosielska;;1794.0
PODKARPACKIE;lubaczowski;Cieszanów;Henryków;;4835.0
PODKARPACKIE;przeworski;Gać;Gać;;4498.0
PODKARPACKIE;przeworski;Gać;Wolica;;4498.0
PODKARPACKIE;łańcucki;Białobrzegi;Podłącze;;8705.0
PODKARPACKIE;łańcucki;Białobrzegi;Skotnik;;8705.0
PODKARPACKIE;mielecki;Wadowice Górne;Wał;;7641.0
PODKARPACKIE;mielecki;Wadowice Górne;Podkościele;;7641.0
PODKARPACKIE;mielecki;Wadowice Górne;Wadowice Górne;;7641.0
PODKARPACKIE;mielecki;Radomyśl Wielki;Ruda;;10796.0
PODKARPACKIE;mielecki;Radomyśl Wielki;Biesów;;10796.0
PODKARPACKIE;jarosławski;Pawłosiów;Szczytna;;8372.0
PODKARPACKIE;ropczycko-sędziszowski;Iwierzyce;Kolonia;;7760.0
PODKARPACKIE;ropczycko-sędziszowski;Iwierzyce;Zagrody;;7760.0
PODKARPACKIE;ropczycko-sędziszowski;Iwierzyce;Wychylówka;;7760.0
PODKARPACKIE;przeworski;Tryńcza;Białobrzeżki-Gajówka;;8544.0
PODKARPACKIE;przeworski;Tryńcza;Podłuże;;8544.0
PODKARPACKIE;przeworski;Tryńcza;Drzystki;;8544.0
PODKARPACKIE;przeworski;Tryńcza;Kubraki;;8544.0
PODKARPACKIE;przeworski;Tryńcza;Sieniawka;;8544.0
PODKARPACKIE;mielecki;Wadowice Górne;Smyków;;7641.0
PODKARPACKIE;jarosławski;Radymno;Korczowa;;10819.0
PODKARPACKIE;jarosławski;Radymno;Kopań;;10819.0
PODKARPACKIE;ropczycko-sędziszowski;Ropczyce;Krzemienica;;11405.0
PODKARPACKIE;ropczycko-sędziszowski;Ropczyce;Polska;;11405.0
PODKARPACKIE;ropczycko-sędziszowski;Sędziszów Małopolski;Boreczek;;11399.0
PODKARPACKIE;jasielski;Osiek Jasielski;Pod Dębami;;5150.0
PODKARPACKIE;leżajski;Kuryłówka;Wólka Łamana;;5454.0
PODKARPACKIE;dębicki;Dębica;Jamy;;25600.0
PODKARPACKIE;dębicki;Dębica;Stoszki;;25600.0
PODKARPACKIE;dębicki;Dębica;Górka;;25600.0
PODKARPACKIE;dębicki;Dębica;Jamy;;25600.0
PODKARPACKIE;dębicki;Dębica;Wały;;25600.0
PODKARPACKIE;dębicki;Dębica;Wola Brzeźnicka;;25600.0
PODKARPACKIE;dębicki;Pilzno;Połomia;;13250.0
PODKARPACKIE;dębicki;Pilzno;Połomia Górna;;13250.0
PODKARPACKIE;lubaczowski;Lubaczów;Krause;;8911.0
PODKARPACKIE;lubaczowski;Lubaczów;Krowica Hołodowska;;8911.0
PODKARPACKIE;niżański;Ulanów;Huta Deręgowska;;6447.0
PODKARPACKIE;łańcucki;Łańcut;Handzlówka;;21742.0
PODKARPACKIE;kolbuszowski;Kolbuszowa;Zagórze;;15744.0
PODKARPACKIE;dębicki;Pilzno;Przymiarki;;4977.0
PODKARPACKIE;kolbuszowski;Majdan Królewski;Koziołek;;9521.0
PODKARPACKIE;jarosławski;Wiązownica;Mołodycz;;11815.0
PODKARPACKIE;jarosławski;Radymno;Michałówka;;10819.0
PODKARPACKIE;jarosławski;Radymno;Zakościele;;10819.0
PODKARPACKIE;jarosławski;Radymno;Podbuczyna;;10819.0
PODKARPACKIE;jarosławski;Radymno;Błonie;;10819.0
PODKARPACKIE;krośnieński;Wojaszówka;Pasze;;9195.0
PODKARPACKIE;krośnieński;Wojaszówka;Dół;;9195.0
PODKARPACKIE;dębicki;Dębica;Dół;;25600.0
PODKARPACKIE;dębicki;Dębica;Budzisz;;25600.0
PODKARPACKIE;łańcucki;Markowa;Kazimierz;;6330.0
PODKARPACKIE;jarosławski;Roźwienica;Borsucze;;6105.0
PODKARPACKIE;jarosławski;Roźwienica;Poręby;;6105.0
PODKARPACKIE;jarosławski;Wiązownica;Cetula;;11815.0
PODKARPACKIE;jasielski;Osiek Jasielski;Świerchowa;;5150.0
PODKARPACKIE;jasielski;Skołyszyn;Brzeziny;;11893.0
PODKARPACKIE;jasielski;Skołyszyn;Zalesie;;11893.0
PODKARPACKIE;mielecki;Mielec;Smyków;;13724.0
PODKARPACKIE;mielecki;Mielec;Kolonia;;13724.0
PODKARPACKIE;krośnieński;Rymanów;Wróblik Szlachecki;;11540.0
PODKARPACKIE;krośnieński;Rymanów;Berdelówka;;11540.0
PODKARPACKIE;krośnieński;Wojaszówka;Bierska;;9195.0
PODKARPACKIE;krośnieński;Iwonicz-Zdrój;Bruśnik;;8653.0
PODKARPACKIE;krośnieński;Iwonicz-Zdrój;Kochanówka;;8653.0
PODKARPACKIE;krośnieński;Iwonicz-Zdrój;Pod Lasem;;8653.0
PODKARPACKIE;leżajski;Kuryłówka;Majdanek;;5454.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Tuszów Mały;;8269.0
PODKARPACKIE;mielecki;Wadowice Górne;Grzybów;;7641.0
PODKARPACKIE;mielecki;Wadowice Górne;Izbiska;;7641.0
PODKARPACKIE;ropczycko-sędziszowski;Ropczyce;Część od Brzezówki;;15855.0
PODKARPACKIE;ropczycko-sędziszowski;Ropczyce;Dział;;15855.0
PODKARPACKIE;ropczycko-sędziszowski;Ropczyce;Skotnia;;15855.0
PODKARPACKIE;ropczycko-sędziszowski;Ropczyce;Zakościele;;11405.0
PODKARPACKIE;mielecki;Padew Narodowa;Domacyny;;5078.0
PODKARPACKIE;mielecki;Padew Narodowa;Jeziorko;;5078.0
PODKARPACKIE;mielecki;Padew Narodowa;Padew Górna;;5078.0
PODKARPACKIE;krośnieński;Rymanów;Gniewoszówka;;11540.0
PODKARPACKIE;dębicki;Czarna;Zagrody;;13330.0
PODKARPACKIE;dębicki;Pilzno;Wierzchowina;;13250.0
PODKARPACKIE;dębicki;Pilzno;Granica;;13250.0
PODKARPACKIE;dębicki;Pilzno;Zastaw;;13250.0
PODKARPACKIE;dębicki;Dębica;Nawsie;;25600.0
PODKARPACKIE;ropczycko-sędziszowski;Iwierzyce;Olimpów;;7760.0
PODKARPACKIE;ropczycko-sędziszowski;Iwierzyce;Kamieniec;;7760.0
PODKARPACKIE;ropczycko-sędziszowski;Iwierzyce;Brzeźnik Południowy;;7760.0
PODKARPACKIE;ropczycko-sędziszowski;Ostrów;Borek Mały;;7513.0
PODKARPACKIE;jarosławski;Jarosław;Wychylówka;;13101.0
PODKARPACKIE;jarosławski;Jarosław;Wólka Pełkińska;;13101.0
PODKARPACKIE;mielecki;Tuszów Narodowy;Kolonia;;8269.0
PODKARPACKIE;łańcucki;Łańcut;Dół;;21742.0
PODKARPACKIE;przemyski;Krasiczyn;Dybawka;;5083.0
PODKARPACKIE;jarosławski;Wiązownica;Kudryki w Lesie;;11815.0
PODKARPACKIE;jarosławski;Wiązownica;Kudryki za Potokiem;;11815.0
PODKARPACKIE;jarosławski;Wiązownica;Tarnawiec;;11815.0
PODKARPACKIE;przeworski;Sieniawa;Kotowskie;;4751.0
PODKARPACKIE;krośnieński;Chorkówka;Zalas;;13451.0
PODKARPACKIE;krośnieński;Wojaszówka;Dół;;9195.0
PODKARPACKIE;krośnieński;Wojaszówka;Rzepnik;;9195.0
PODKARPACKIE;krośnieński;Jedlicze;Dół;;9390.0
PODKARPACKIE;mielecki;Padew Narodowa;Dwór;;5078.0
PODKARPACKIE;przemyski;Żurawica;Klin;;12475.0
PODKARPACKIE;przemyski;Żurawica;Zagrody;;12475.0
PODKARPACKIE;przeworski;Przeworsk;Przeworsk;;14422.0
PODKARPACKIE;łańcucki;Łańcut;Folwark;;21742.0
PODKARPACKIE;dębicki;Dębica;Stasiówka;;25600.0
PODKARPACKIE;dębicki;Jodłowa;Kawęczyn;;5184.0
PODKARPACKIE;dębicki;Jodłowa;Budy;;5184.0
PODKARPACKIE;kolbuszowski;Niwiska;Podkościele;;6209.0
PODKARPACKIE;kolbuszowski;Niwiska;Przyłęk;;6209.0
PODKARPACKIE;kolbuszowski;Niwiska;Górny Przyłęk;;6209.0
PODKARPACKIE;kolbuszowski;Raniżów;Mazury;;6872.0
PODKARPACKIE;kolbuszowski;Raniżów;Ług;;6872.0
PODKARPACKIE;przeworski;Sieniawa;Parcelacja;;4751.0
PODKARPACKIE;ropczycko-sędziszowski;Sędziszów Małopolski;Góra Ropczycka;;11399.0
PODKARPACKIE;brzozowski;Nozdrzec;Kamieniec;;7407.0
PODKARPACKIE;brzozowski;Nozdrzec;Łapajówka;;7407.0
PODKARPACKIE;brzozowski;Nozdrzec;Mistakówka;;7407.0
PODKARPACKIE;brzozowski;Nozdrzec;Politówka;;7407.0
PODKARPACKIE;brzozowski;Nozdrzec;Poręby;;7407.0
PODKARPACKIE;brzozowski;Nozdrzec;Potok;;7407.0
PODKARPACKIE;brzozowski;Nozdrzec;Warszawa;;7407.0
PODKARPACKIE;brzozowski;Nozdrzec;Zakopiec;;7407.0
PODKARPACKIE;niżański;Krzeszów;Konstantynów;;4072.0
PODKARPACKIE;przemyski;Przemyśl;Hermanowice;;10646.0
PODKARPACKIE;przemyski;Przemyśl;Łuczyce;;10646.0
PODKARPACKIE;dębicki;Pilzno;Dół;;13250.0
PODKARPACKIE;dębicki;Pilzno;Dołek;;13250.0
PODKARPACKIE;krośnieński;Iwonicz-Zdrój;Zdrój;;1511.0
PODKARPACKIE;mielecki;Czermin;Kąty;;7039.0
PODKARPACKIE;mielecki;Czermin;Sufczyna;;7039.0
PODKARPACKIE;mielecki;Czermin;Chlastówka;;7039.0
PODKARPACKIE;mielecki;Gawłuszowice;Gawłuszowice;;2739.0
PODKARPACKIE;mielecki;Gawłuszowice;Kolonia;;2739.0
PODKARPACKIE;mielecki;Gawłuszowice;Kliszów;;2739.0
PODKARPACKIE;ropczycko-sędziszowski;Ostrów;Borek;;7513.0
PODKARPACKIE;ropczycko-sędziszowski;Ostrów;Czekaj;;7513.0
PODKARPACKIE;jarosławski;Laszki;Charytany;;6476.0
PODKARPACKIE;jarosławski;Laszki;Czerniawka;;6476.0
PODKARPACKIE;jarosławski;Laszki;Korzenica;;6476.0
PODKARPACKIE;jarosławski;Laszki;Zagrody;;6476.0
PODKARPACKIE;jarosławski;Laszki;Mokre;;6476.0
